id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY31-T79,80° or above,80.0,999.0,4,5,95,96,2391.41,high
2,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY31-T72,71° or below,-999.0,71.0,1,2,98,99,1498.98,high
3,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY31-B78.5,78° to 79°,78.0,79.0,20,21,79,80,587.74,high
4,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY31-B76.5,76° to 77°,76.0,77.0,37,40,60,63,644.37,high
5,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY31-B74.5,74° to 75°,74.0,75.0,23,29,71,77,471.14,high
6,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY31-B72.5,72° to 73°,72.0,73.0,14,17,83,86,1412.81,high
7,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY30-T85,86° or above,86.0,999.0,0,1,99,100,11997.59,high
8,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY30-T78,77° or below,-999.0,77.0,0,1,99,100,1447.88,high
9,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY30-B84.5,84° to 85°,84.0,85.0,99,100,0,1,11687.36,high
10,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY30-B82.5,82° to 83°,82.0,83.0,0,1,99,100,7479.58,high
11,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY30-B80.5,80° to 81°,80.0,81.0,0,1,99,100,2591.43,high
12,2026-05-31T01:21:17Z,KATL,2026-05-31,KXHIGHTATL-26MAY30-B78.5,78° to 79°,78.0,79.0,0,1,99,100,2414.79,high
13,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY31-T68,69° or above,69.0,999.0,27,35,65,73,54.0,low
14,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY31-T61,60° or below,-999.0,60.0,0,5,95,100,362.0,low
15,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY31-B67.5,67° to 68°,67.0,68.0,32,40,60,68,25.38,low
16,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY31-B65.5,65° to 66°,65.0,66.0,22,28,72,78,45.09,low
17,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY31-B63.5,63° to 64°,63.0,64.0,8,12,88,92,0.0,low
18,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY31-B61.5,61° to 62°,61.0,62.0,2,3,97,98,54.0,low
19,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY30-T69,70° or above,70.0,999.0,88,93,7,12,1119.34,low
20,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY30-T62,61° or below,-999.0,61.0,0,1,99,100,319.0,low
21,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY30-B68.5,68° to 69°,68.0,69.0,7,9,91,93,407.37,low
22,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY30-B66.5,66° to 67°,66.0,67.0,1,2,98,99,521.68,low
23,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY30-B64.5,64° to 65°,64.0,65.0,0,2,98,100,471.57,low
24,2026-05-31T01:21:17Z,KATL,2026-05-31,KXLOWTATL-26MAY30-B62.5,62° to 63°,62.0,63.0,0,1,99,100,419.62,low
