id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26AUG01-T89,90° or above,90.0,999.0,2,3,97,98,463.9,high
2,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26AUG01-T82,81° or below,-999.0,81.0,14,15,85,86,1082.34,high
3,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26AUG01-B88.5,88° to 89°,88.0,89.0,9,10,90,91,2189.06,high
4,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26AUG01-B86.5,86° to 87°,86.0,87.0,20,21,79,80,2714.21,high
5,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26AUG01-B84.5,84° to 85°,84.0,85.0,41,42,58,59,709.76,high
6,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26AUG01-B82.5,82° to 83°,82.0,83.0,16,17,83,84,373.15,high
7,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26JUL31-T97,98° or above,98.0,999.0,0,1,99,100,396.09,high
8,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26JUL31-T90,89° or below,-999.0,89.0,0,1,99,100,7251.17,high
9,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26JUL31-B96.5,96° to 97°,96.0,97.0,0,1,99,100,1148.44,high
10,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26JUL31-B94.5,94° to 95°,94.0,95.0,0,1,99,100,4073.35,high
11,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26JUL31-B92.5,92° to 93°,92.0,93.0,0,1,99,100,9552.08,high
12,2026-08-01T01:09:20Z,KATL,2026-08-01,KXHIGHTATL-26JUL31-B90.5,90° to 91°,90.0,91.0,99,100,0,1,10401.98,high
13,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26AUG01-T74,75° or above,75.0,999.0,37,39,61,63,235.7,low
14,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26AUG01-T67,66° or below,-999.0,66.0,0,2,98,100,67.0,low
15,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26AUG01-B73.5,73° to 74°,73.0,74.0,52,53,47,48,270.0,low
16,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26AUG01-B71.5,71° to 72°,71.0,72.0,6,8,92,94,32.0,low
17,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26AUG01-B69.5,69° to 70°,69.0,70.0,1,2,98,99,27.0,low
18,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26AUG01-B67.5,67° to 68°,67.0,68.0,1,2,98,99,41.0,low
19,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26JUL31-T70,71° or above,71.0,999.0,0,1,99,100,5641.29,low
20,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26JUL31-T63,62° or below,-999.0,62.0,0,1,99,100,286.09,low
21,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26JUL31-B69.5,69° to 70°,69.0,70.0,95,97,3,5,4179.13,low
22,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26JUL31-B67.5,67° to 68°,67.0,68.0,0,5,95,100,3767.83,low
23,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26JUL31-B65.5,65° to 66°,65.0,66.0,1,5,95,99,102.87,low
24,2026-08-01T01:09:20Z,KATL,2026-08-01,KXLOWTATL-26JUL31-B63.5,63° to 64°,63.0,64.0,0,1,99,100,181.35,low
25,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26AUG01-T96,95° or below,-999.0,95.0,2,3,97,98,1064.63,high
26,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26AUG01-T103,104° or above,104.0,999.0,2,3,97,98,308.4,high
27,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26AUG01-B98.5,98° to 99°,98.0,99.0,43,44,56,57,2042.12,high
28,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26AUG01-B96.5,96° to 97°,96.0,97.0,12,13,87,88,575.91,high
29,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26AUG01-B102.5,102° to 103°,102.0,103.0,7,8,92,93,286.65,high
30,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26AUG01-B100.5,100° to 101°,100.0,101.0,35,38,62,65,1730.16,high
31,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26JUL31-T98,97° or below,-999.0,97.0,0,1,99,100,6504.38,high
32,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26JUL31-T105,106° or above,106.0,999.0,0,1,99,100,659.15,high
33,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26JUL31-B98.5,98° to 99°,98.0,99.0,0,1,99,100,14994.32,high
34,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26JUL31-B104.5,104° to 105°,104.0,105.0,0,1,99,100,1189.2,high
35,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26JUL31-B102.5,102° to 103°,102.0,103.0,0,1,99,100,8895.05,high
36,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXHIGHAUS-26JUL31-B100.5,100° to 101°,100.0,101.0,99,100,0,1,12924.51,high
37,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26AUG01-T78,79° or above,79.0,999.0,2,4,96,98,114.0,low
38,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26AUG01-T71,70° or below,-999.0,70.0,3,4,96,97,63.0,low
39,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26AUG01-B77.5,77° to 78°,77.0,78.0,9,13,87,91,524.4,low
40,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26AUG01-B75.5,75° to 76°,75.0,76.0,43,44,56,57,608.92,low
41,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26AUG01-B73.5,73° to 74°,73.0,74.0,27,32,68,73,48.27,low
42,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26AUG01-B71.5,71° to 72°,71.0,72.0,3,7,93,97,12.0,low
43,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26JUL31-T77,78° or above,78.0,999.0,0,1,99,100,250.0,low
44,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26JUL31-T70,69° or below,-999.0,69.0,0,1,99,100,380.08,low
45,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26JUL31-B76.5,76° to 77°,76.0,77.0,0,1,99,100,1928.59,low
46,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26JUL31-B74.5,74° to 75°,74.0,75.0,97,99,1,3,2523.11,low
47,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26JUL31-B72.5,72° to 73°,72.0,73.0,0,6,94,100,2033.65,low
48,2026-08-01T01:09:20Z,KAUS,2026-08-01,KXLOWTAUS-26JUL31-B70.5,70° to 71°,70.0,71.0,0,1,99,100,408.7,low
49,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26AUG01-T89,90° or above,90.0,999.0,3,4,96,97,227.0,high
50,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26AUG01-T82,81° or below,-999.0,81.0,25,26,74,75,1468.19,high
51,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26AUG01-B88.5,88° to 89°,88.0,89.0,5,6,94,95,247.0,high
52,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26AUG01-B86.5,86° to 87°,86.0,87.0,13,14,86,87,221.58,high
53,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26AUG01-B84.5,84° to 85°,84.0,85.0,24,25,75,76,29.39,high
54,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26AUG01-B82.5,82° to 83°,82.0,83.0,22,23,77,78,645.7,high
55,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26JUL31-T85,86° or above,86.0,999.0,0,1,99,100,1468.46,high
56,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26JUL31-T78,77° or below,-999.0,77.0,99,100,0,1,14118.23,high
57,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26JUL31-B84.5,84° to 85°,84.0,85.0,0,1,99,100,1246.44,high
58,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26JUL31-B82.5,82° to 83°,82.0,83.0,0,1,99,100,3270.73,high
59,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26JUL31-B80.5,80° to 81°,80.0,81.0,0,1,99,100,7132.64,high
60,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXHIGHTBOS-26JUL31-B78.5,78° to 79°,78.0,79.0,0,1,99,100,9817.78,high
61,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26AUG01-T64,65° or above,65.0,999.0,88,89,11,12,259.0,low
62,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26AUG01-T57,56° or below,-999.0,56.0,0,2,98,100,175.0,low
63,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26AUG01-B63.5,63° to 64°,63.0,64.0,6,7,93,94,111.0,low
64,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26AUG01-B61.5,61° to 62°,61.0,62.0,2,3,97,98,15.0,low
65,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26AUG01-B59.5,59° to 60°,59.0,60.0,1,2,98,99,11.0,low
66,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26AUG01-B57.5,57° to 58°,57.0,58.0,1,2,98,99,36.0,low
67,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26JUL31-T60,61° or above,61.0,999.0,97,100,0,3,1252.56,low
68,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26JUL31-T53,52° or below,-999.0,52.0,0,1,99,100,211.0,low
69,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26JUL31-B59.5,59° to 60°,59.0,60.0,0,28,72,100,70.0,low
70,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26JUL31-B57.5,57° to 58°,57.0,58.0,0,1,99,100,466.71,low
71,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26JUL31-B55.5,55° to 56°,55.0,56.0,0,1,99,100,229.0,low
72,2026-08-01T01:09:20Z,KBOS,2026-08-01,KXLOWTBOS-26JUL31-B53.5,53° to 54°,53.0,54.0,0,1,99,100,327.81,low
457,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26AUG01-T96,97° or above,97.0,999.0,1,2,98,99,342.0,high
458,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26AUG01-T89,88° or below,-999.0,88.0,17,18,82,83,200.21,high
459,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26AUG01-B95.5,95° to 96°,95.0,96.0,3,4,96,97,373.0,high
460,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26AUG01-B93.5,93° to 94°,93.0,94.0,8,9,91,92,102.13,high
461,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26AUG01-B91.5,91° to 92°,91.0,92.0,33,34,66,67,420.2,high
462,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26AUG01-B89.5,89° to 90°,89.0,90.0,36,37,63,64,95.5,high
463,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26JUL31-T95,96° or above,96.0,999.0,0,1,99,100,377.0,high
464,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26JUL31-T88,87° or below,-999.0,87.0,0,1,99,100,7795.76,high
465,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26JUL31-B94.5,94° to 95°,94.0,95.0,0,1,99,100,939.3,high
466,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26JUL31-B92.5,92° to 93°,92.0,93.0,0,1,99,100,1717.46,high
467,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26JUL31-B90.5,90° to 91°,90.0,91.0,0,1,99,100,4431.22,high
468,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXHIGHTDC-26JUL31-B88.5,88° to 89°,88.0,89.0,99,100,0,1,6909.75,high
469,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXLOWTDC-26AUG01-T73,74° or above,74.0,999.0,6,13,87,94,999.45,low
470,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXLOWTDC-26AUG01-T66,65° or below,-999.0,65.0,2,5,95,98,44.0,low
471,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXLOWTDC-26AUG01-B72.5,72° to 73°,72.0,73.0,32,35,65,68,825.89,low
472,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXLOWTDC-26AUG01-B70.5,70° to 71°,70.0,71.0,41,43,57,59,95.0,low
473,2026-08-01T01:09:20Z,KDCA,2026-08-01,KXLOWTDC-26AUG01-B68.5,68° to 69°,68.0,69.0,12,13,87,88,109.0,low
